Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
Sales (Safe Water Consultan),Nazava Water Filters,Nusa Tenggara Timur,Rp 3.800.000 – Rp 5.000.000 per month,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84661126?type=standard&ref=search-standalone,Logo not available,"Sales Executive - Petugas Jualan Langsung dan Kelompok Filter Air Minum NazavaHalo! Kami mengundang kamu yang berjiwa penjualan, penuh energi, dan memiliki semangat membantu sesama untuk bergabung sebagai Safe Water Consultant di Nazava 😊. Nazava adalah start-up inovatif yang berbasis di Bandung, Indonesia, dengan filter air pemenang penghargaan yang dirancang untuk memberikan akses air minum yang aman bagi rumah tangga di seluruh dunia. Kami bangga karena Nazava telah menjadi B Corp dan filter air kami diproduksi dengan bangga di Indonesia, dengan sertifikasi WHO sebagai jaminan kualitas dan keamanan!Lokasi:Penempatan di Wilayah Kerja Nazava yaitu Nusa Tenggara TimurMengapa Bergabung dengan Nazava?Peluang Menarik: Jika kamu menyukai penjualan dan ingin membantu orang mendapatkan air minum yang sehat dan terjangkau, ini adalah kesempatan yang sangat tepat untuk kamu!Dampak Sosial: Dengan lebih dari 100 ribu produk terjual, 600 ribu orang kini memiliki akses terhadap air yang sehat, dan keluarga dapat menghemat hingga 1 juta rupiah per tahun.Penghargaan Internasional:Nazava telah meraih Ashden Award (2016) dan Tech Award for Technology Benefiting Society (2013).Tim yang Ramah: Nikmati lingkungan kerja yang hangat dan penuh semangat, di mana ide-ide kamu sangat berarti dan didorong untuk berkembang 😊.Tugas Utama:Mengadakan pertemuan promosi di desa, puskesmas, PKK, posyandu, sekolah, koperasi, dan lainnyaMelakukan presentasi jualan bersama mitra Lembaga Keuangan MikroMempromosikan filter air Nazava kepada berbagai kelompokBerkoordinasi dengan pemerintah, lembaga, sekolah, dan perusahaanMelaporkan kegiatan secara rutinKualifikasi:Minimal pendidikan SMAPengalaman minimal satu tahun dalam penjualan produk kebutuhan rumah tanggaPengalaman selama satu tahun dalam pekerjaan yang melibatkan presentasi rutin kepada kelompok, terutama kelompok ibu-ibu.Kemampuan komunikasi yang baik dan jelas untuk semua lapisan masyarakatPengalaman bekerjasama dengan reseller/distributor/agen atau komunitas jualan lainMemiliki SIM C yang masih berlaku dengan catatan mengemudi yang baikMenyukai kerja lapangan dan dunia marketing serta mampu bekerja secara mandiriBerorientasi pada capai targetKami Tawarkan:Peluang karir di startup yang berkembang pesat dan inovatifPenghasilan yang menarik melalui gaji kompetitif dan insentif20 hari cuti per tahun, dan sisa hari cuti bisa ditunai-kanPajak, BPJS, dan jamsostek dibayarkan oleh perusahaanProgram pelatihan yang mendukung pengembangan karir kamuBekerja dalam tim internasional yang bersemangat dan peduli terhadap dampak sosialTentang Nazava:Nazava adalah perusahaan sosial pemenang penghargaan yang berkomitmen menyediakan akses air minum yang aman untuk semua orang. Visi kami adalah agar setiap orang, tanpa terkecuali, dapat melindungi diri dari penyakit melalui akses air bersih. Kami percaya bahwa teknologi sederhana pun memiliki kekuatan untuk mengubah kehidupan masyarakat secara signifikan. Sejak 2009, kami telah membantu 451 ribu orang mendapatkan air yang layak, dan kami terus berinovasi untuk masa depan yang lebih baik.Bagaimana Rasanya Bekerja di Nazava?Budaya Kewirausahaan: Ide dan inisiatif kamu sangat dihargai. Kamu memiliki kebebasan untuk mengembangkan karya sendiri, disertai tanggung jawab yang sejalan.Semangat dan Tujuan: Kami bersemangat menyediakan air minum yang aman untuk semua orang, dan kami mencari kamu yang memiliki semangat yang sama.Pengembangan Karir: Kami mendukung pertumbuhan karyawan dengan pelatihan rutin, bimbingan dari manajer, dan peluang untuk maju di dalam organisasi.Kesetaraan Gender: Nazava berkomitmen pada kesetaraan di tempat kerja, dengan kebijakan fleksibel untuk mendukung ibu menyusui dan representasi gender yang seimbang.Jika kamu siap memimpin revolusi air bersih dengan bergabung bersama Nazava, kirimkan lamaran kamu sekarang dan jadilah bagian dari perubahan yang berdampak! Semangat dan terima kasih sudah mempertimbangkan untuk bergabung bersama kami 😊.Salam hangat,Tim Nazava Water Filters"
Inventory Control,PT Citarasa Kuliner Indonesia (Cimol Bojot AA),Bandung,Not specified,Full time,1 jam yang lalu,https://id.jobstreet.com/id/job/84714071?type=standard&ref=search-standalone,Logo not available,"Gambaran Umum PekerjaanPT Citarasa Kuliner Indonesia, perusahaan makanan terkemuka yang memproduksi Cimol Bojot AA, mencari profesional Inventory Control yang berpengalaman untuk bergabung dengan tim kami di Bandung, Jawa Barat. Dalam peran ini, Anda akan berperan penting dalam memastikan efisiensi rantai pasokan dan pengelolaan persediaan yang lancar, berkontribusi pada pertumbuhan dan keberhasilan bisnis kami.Tanggung Jawab UtamaMemantau dan mengelola tingkat persediaan bahan baku, barang setengah jadi, dan barang jadi untuk memenuhi permintaan produksi dan penjualan.Menganalisis data persediaan dan membuat proyeksi permintaan untuk mengoptimalkan alokasi sumber daya.Mengkoordinasikan pengiriman dan penerimaan barang dengan tim logistik dan gudang untuk meminimalkan waktu tunggu dan ketersediaan produk.Mengawasi proses pencatatan dan dokumentasi persediaan, menjaga akurasi dan kepatuhan terhadap prosedur perusahaan.Berkolaborasi dengan tim Produksi dan Tim Penjualan untuk menyeimbangkan permintaan dan pasokan.Mengidentifikasi peluang perbaikan dan mengusulkan inisiatif untuk meningkatkan efisiensi operasional.Keterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanGelar sarjana dalam Manajemen Rantai Pasokan, Manajemen Operasi, atau bidang terkait.Minimal 3 tahun pengalaman dalam peran Inventory Control atau Manajemen Gudang di industri manufaktur atau logistik.Pemahaman yang kuat tentang prinsip-prinsip manajemen persediaan, termasuk metode peramalan, manajemen gudang, dan proses pengadaan.Kemampuan analitis yang baik untuk menginterpretasikan data dan membuat keputusan berbasis data.Keterampilan komunikasi yang efektif untuk berkoordinasi dengan berbagai pemangku kepentingan.Pengetahuan tentang alat dan teknologi manajemen persediaan modern.Kemampuan untuk bekerja dalam lingkungan yang sibuk dan beradaptasi dengan perubahan."
Product Development Jr Staff,PT Inovasi Teknologi Untung Berkah,Tangerang Selatan,Not specified,Kontrak/Temporer,7 hari yang lalu,https://id.jobstreet.com/id/job/84540729?type=standard&ref=search-standalone,Logo not available,"GENTLY is a personal care brand for babies and kids that brings gentle formula, good efficacy, and promotes a health-conscious lifestyle. GENTLY's mission is to help mothers to take care of their loved ones with the best solutions so that they can build healthy and happy families.Product Development Jr StaffRole OverviewAs aProduct Development Jr Staff – Skincare, you will play a key role in bridging scientific insights with product innovation. You will support the product team in developing skincare products designed for baby, kids, also adults, focusing on product concepting, ingredient exploration, safety claims, and cross-functional coordination.Key ResponsibilitiesConduct research on skincare ingredient trends, efficacy, and safetyDoing Competitive Analysis for products across local and international markets.Support the creation of product briefs: ingredient recommendations, claims, benefits, target audience, and positioning.Coordinate with the R&D team and suppliers regarding active ingredients and formulation direction.Review packaging content (INCI names, ingredient percentages, product claims) to ensure scientific accuracy.Help document development progress and prepare internal presentations.QualificationsFresh graduate majoring inPharmacy, andChemistry..Passionate about skincare and beauty innovation.Basic understanding of skincare ingredients and safety evaluation.Strong attention to detail, analytical mindset, and clear communication.Comfortable working in a fast-paced, cross-functional team environment.Proficient in Google Workspace or Microsoft Office."
Sales Merchandiser,PT. MULIA ARTHA SAUDARA,Kediri,Rp 3.500.000 – Rp 4.500.000 per month,Full time,24 menit yang lalu,https://id.jobstreet.com/id/job/84717065?type=standard&ref=search-standalone,Logo not available,"KesempatanPT. MULIA ARTHA SAUDARA', perusahaan ritel terkemuka di Indonesia, mencari Sales Merchandiser yang berpengalaman untuk bergabung dengan tim kami di Surabaya, Jawa Timur. Sebagai Sales Merchandiser, Anda akan memainkan peran penting dalam meningkatkan visibilitas dan penjualan produk-produk kami di toko-toko ritel yang menjadi tanggung jawab Anda. Kandidat yang ideal memiliki pemahaman yang kuat tentang tren ritel, kemampuan presentasi yang baik, dan pengalaman dalam pengelolaan toko dan stok produk.Tanggung Jawab UtamaMemastikan penempatan produk yang optimal di rak-rak toko, sesuai dengan strategi merek dan standar visual perusahaan.Memantau stok produk dan memastikan ketersediaan yang memadai di toko-toko yang menjadi tanggung jawab Anda.Memberikan masukan dan saran kepada tim Pemasaran tentang tren pasar, preferensi pelanggan, dan peluang untuk meningkatkan penjualan.Mengumpulkan data dan informasi ritel untuk membantu tim Pemasaran dan Penjualan dalam membuat keputusan strategis.Membangun hubungan yang baik dengan manajer toko dan memastikan kepuasan pelanggan.Melakukan pelatihan dan bimbingan kepada tim toko terkait dengan display produk, penanganan stok, dan layanan pelanggan.Keterampilan dan Kualifikasi yang DibutuhkanMinimal 3 tahun pengalaman sebagai Sales Merchandiser atau peran ritel terkait.Memahami industri ritel dan tren pasar yang berlaku.Memiliki keterampilan presentasi dan komunikasi yang baik, serta kemampuan bekerja sama dengan tim.Memiliki pemahaman yang baik tentang penataan toko, pengelolaan stok, dan layanan pelanggan.Terampil menggunakan teknologi ritel, seperti sistem inventaris dan perangkat mobile.Bersemangat, berorientasi pada hasil, dan memiliki etos kerja yang kuat.Manfaat yang Kami BerikanPaket remunerasi yang kompetitif, termasuk gaji pokok dan komisi penjualan.Tunjangan kesehatan dan asuransi jiwa bagi karyawan dan keluarga.Kesempatan untuk pengembangan karier dan pelatihan yang berkelanjutan.Lingkungan kerja yang dinamis dan kolaboratif, dengan kesempatan untuk berkontribusi pada pertumbuhan perusahaan.Fasilitas kerja yang nyaman dan didukung oleh teknologi modern.Penempatan Kediri, Tulungagung, BlitarJika Anda tertarik untuk bergabung dengan tim kami, lamar posisi ini sekarang!"
HRD,Klinik Eswen Medica,Denpasar,Rp 5.000.000 – Rp 7.000.000 per month,Full time,8 hari yang lalu,https://id.jobstreet.com/id/job/84523116?type=standard&ref=search-standalone,Logo not available,"Berpengalaman sebagai HRD minimal 1 (satu) tahunGelar sarjana dalam bidang Manajemen Sumber Daya Manusia, Psikologi, dan Bidang terkaitKeterampilan analitis yang kuat dan kemampuan untuk membuat keputusan strategis.Kemampuan komunikasi yang unggul, baik lisan maupun tertulis, dan keterampilan interpersonal yang prima.Pengetahuan praktis tentang perangkat lunak dan teknologi HR yang relevan.Bersemangat, inovatif, dan berorientasi pada hasil."
Dispatcher,PT Draco Internasional,Tangerang Selatan,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84679858?type=standard&ref=search-standalone,Logo not available,"Kami sedang mencariDispatcheryang berpengalaman untuk bergabung dengan tim kami di Taman Tekno, Tangerang Selatan. Sebagai Dispatcher, Anda akan berperan penting dalam mengkoordinasikan dan memantau pergerakan kendaraan dan pengiriman barang kami, memastikan efisiensi dan ketepatan waktu operasi logistik kami.Tanggung JawabBertanggung jawab atas kegiatan operasional yang berhubungan dengan monitor armada pengiriman CNG (truk pengangkut CMOS dan VPL) selama aktivitas distribusi.Merencanakan dan menjadwalkan rute pengiriman optimal berdasarkan pesanan, ketersediaan sumber daya, dan faktor lainnyaMemantau pergerakan kendaraan dan pengiriman secara real-time, mengambil tindakan korektif jika terjadi kendala(Car Track)Berkoordinasi dengan pengemudi, logistik, dan tim terkait lainnya untuk memastikan pengiriman tepat waktuMengumpulkan dan menganalisis data pengiriman untuk mengidentifikasi peluang peningkatan efisiensiMengelola komunikasi dengan pelanggan terkait perubahan jadwal atau masalah pengirimanMemastikan kepatuhan terhadap prosedur dan peraturan keselamatan dalam operasi logistikPersyaratanPendidikan minimal D3 dalam bidang Manajemen Logistik, Transportasi, atau bidang terkaitMemiliki minimal1 tahunpengalaman sebagai Dispatcher atau peran serupa di industri manufaktur atau logistikMemiliki pengetahuan yang baik tentang perencanaan dan penjadwalan pengiriman, serta penggunaan sistem manajemen transportasiTerampil dalam menggunakan teknologi pengiriman dan sistem tracking, serta mahir dalam analisis dataBerorientasi pada layanan pelanggan, dengan kemampuan komunikasi dan koordinasi yang baikMemiliki kemampuan multitasking dan bekerja dengan baik di lingkungan yang penuh tekananDapat JoinSecepatnya"
Content Creator,PT. Bali Satu Computer / Blessing Computer,Denpasar,Not specified,Full time,6 hari yang lalu,https://id.jobstreet.com/id/job/84599038?type=standard&ref=search-standalone,Logo not available,"PT. Bali Satu Computer / Blessing Computer sedang membuka lowongan untuk posisi Penuh waktu Content Creator di Dauh Puri Klod, Bali. Lamar sekarang untuk menjadi bagian dari tim kami.Kualifikasi pekerjaan:Mencari kandidat untuk bekerja pada:Senin: Siang, PagiSelasa: Siang, PagiRabu: Siang, PagiKamis: Siang, PagiJum'at: Siang, PagiSabtu: Siang, PagiDiperlukan 1 tahun pengalaman kerja yang relevan untuk posisi iniGaji yang diinginkan: Rp3,000,000 - Rp4,000,000 per bulanContent Creator – Blessing Computer📍 Lokasi: Bali💼 Tipe: Full-timePunya passion bikin konten dan tertarik di dunia IT? 💻📸Yuk gabung jadi Content Creator di Blessing Computer dan ciptakan video penjualan produk IT yang menarik!Kualifikasi:✅ Domisili di Bali✅ Berpengalaman di bidang Multimedia atau Content Creation✅ Mahir menggunakan tools editing video✅ Kreatif dan punya ide freshTugas & Tanggung Jawab:🎥 Membuat & mengedit video untuk promosi produk IT💡 Brainstorm & eksekusi konsep konten yang engaging📊 Berikan strategi kreatif untuk meningkatkan penjualan📸 Mengambil gambar & video produk dengan kualitas baikKalau kamu suka bikin konten dan ingin eksplor dunia teknologi, ini kesempatanmu! 🚀📩 Kirimkan CV & portofoliomu sekarang!"
IT Governance (for Insurance Industry),PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,Not specified,Full time,15 hari yang lalu,https://id.jobstreet.com/id/job/84385366?type=standard&ref=search-standalone,Logo not available,"Min diploma’s degree in IT, Computer Science, or a related field.• Experience in IT Governance, compliance, or risk management.• Strong knowledge of IT governance frameworks and industry standards.• Familiarity with regulatory requirements in the organization's industry.• Excellent communication and interpersonal skills.• Strong analytical and problem-solving abilities.• Attention to detail and organizational skills.• Proficiency in risk assessment and management.• Knowledge of IT security principles and practices.• Strong understanding of compliance frameworks (e.g., ISO 27001, NIST).• Project management skills for handling GRC initiatives.• Ability to work both independently and as part of a team.• Strong documentation and reporting skills."
Developer Research & Production Support - Banking Industry,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,Not specified,Kontrak/Temporer,14 hari yang lalu,https://id.jobstreet.com/id/job/84385293?type=standard&ref=search-standalone,Logo not available,"Requirements:Experience with Mobile and Web Application Development minimum 2 yearsExperience with Programming Java with OOP conceptExperience and understanding with technology stack & Framework:- Back end: NodeJS, Express, GraphQL- Front end: React & React Native- Database: NoSQL- Unit Test: JEST4. Experience with development corporate internet banking (cash management) is a plus5. Familiar with Agile software development, microservice and containerization6. Have integrity, initiative and detail.7. Have a high commitment to complete work on time8. Able to work under pressure9. Have a good adaptability and fast learningJobdesc:- Develop, deploy & implement applications based on system design, standard, quality, and performance from requirements- Do research and assessment based on requirement for further enhancement- Support production inquiries, and do investigation to have Root Cause Analysis for production issues"
Network Engineer/ Presales,PT. Mega Bintang Mas Indonesia,Yogyakarta,Not specified,Full time,14 hari yang lalu,https://id.jobstreet.com/id/job/84373350?type=standard&ref=search-standalone,Logo not available,"Persyaratan :D3 Teknik Komputer / Sistem Informasi2 tahun berpengalaman sebagai Network Engineer / System EngineerPaham mengenai TCP/IP, Routing Protocols (Static, OSPF, BGP, Switching Protocols (VLAN, Access/Trunk, STP, QinQ), VPN, QoS, Router, Gateway, WiFi, SDWAN Technologies.Memahami mengenai Routing, Networking, Wireless, WiFi, SDWANMemiliki kemampuan analisa permasalahan yang terjadi pada saat implementasiMemiliki sertifikasi terkait teknologi atau brand tertentu menjadi nilai tambahDapat membuat dokumen HLD dan BOQ Menjadi nilai tambah.Berpengalaman handling perangkat brand Mikrotik, Juniper, Aruba, Versa, EnGenius, Ruijie, Unif, Fortinet menjadi nilai tambahMemiliki komunikasi yang baik dan kemampuan menyelesaikan masalah secara mandiriDapat bekerja baik secara individu, maupun dalam team."
Product Development Engineer,PT Intersis Sejahtera Abadi,Jakarta Utara,Rp 7.000.000 – Rp 10.500.000 per month,Full time,4 hari yang lalu,https://id.jobstreet.com/id/job/84607939?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d4947d71-b76a-4186-a84f-0fe264d7cafd.1/serpLogo,"TUGAS & TANGGUNGJAWABA) Pengembangan Produk Baru:1. Merancang dan mengembangkan perangkat elektronik untuk produk car audio dan video, termasuk amplifier, speaker, head unit, monitor, dan perangkat pendukung lainnya.2. Menggunakan teknologi terbaru untuk meningkatkan performa produk, efisiensi daya, dan kualitas suara/gambar.B) Analisis dan Riset Pasar:1. Melakukan riset terhadap kebutuhan konsumen dan tren teknologi di industri otomotif audio-video.2. Menganalisis produk pesaing untuk mengidentifikasi keunggulan kompetitif.C) Pengujian dan Validasi:1. Melakukan pengujian prototipe untuk memastikan performa, kualitas, dan daya tahan sesuai dengan standar perusahaan dan regulasi.2. Mengidentifikasi dan memperbaiki masalah teknis selama fase pengembangan.D) Kolaborasi Antar Tim:1. Bekerja sama dengan tim desain produk, pemasaran, dan manufaktur untuk memastikan produk memenuhi spesifikasi teknis dan kebutuhan pasar.2. Berkomunikasi dengan pemasok komponen untuk pemilihan material dan teknologi yang optimal.E) Inovasi Teknologi:1. Mengeksplorasi teknologi baru (seperti AI, IoT, Bluetooth, dll.) untuk diintegrasikan ke dalam produk car audio dan video.2. Meningkatkan fitur kenyamanan, keamanan, dan konektivitas untuk pengalaman pengguna yang lebih baik.F) Dokumentasi:1. Membuat dokumentasi teknis lengkap, termasuk spesifikasi produk, diagram sirkuit, dan prosedur pengujian.2. Memastikan semua dokumen sesuai dengan standar ISO 9001:2015, SNI, dan/atau regulasi lainnya.G) Manajemen Proyek:1. Mengelola timeline proyek R&D untuk memastikan penyelesaian tepat waktu.2. Mengatur anggaran proyek R&D dan sumber daya secara efisien."
